Lex_Function	Keyword	Value
IncepOper1	mélodrame	donner 
A2	mémoire	gravé 
Labor12	mémoire	avoir 
Labreal12	mémoire	tirer 
Magn	mémoire	d’éléphant
Magn	mémoire	étonnante
Magn	mémoire	excellente
Magn	mémoire	prodigieuse
Ver	mémoire	tenace
Bon	mémoire	chère
Bon	mémoire	grande
Bon	mémoire	tendre
QSyn	menaçant	comminatoire
Magn	menace	lourde
A2	menace	sous 
AntiReal2	menace	braver 
AntiReal2	menace	contrer 
AntiReal2	menace	parer 
Func1	menace	émane 
Func2	menace	guette 
Func2	menace	pèse 
Func2	menace	plane 
Magn	menace	grave
Oper1	menace	constituer 
Oper1	menace	brandir 
Oper1	menace	émettre 
Oper1	menace	proférer 
Oper2	menace	être 
Oper2	menace	se trouver 
Real1	menace	exécuter 
Ver	menace	crédible
Ver	menace	sans équivoque
Magn	ménage	grand
Oper1	ménage	faire 
S2	mendiant	aumône
S1	mendier	mendiant
Syn	mendier	_tendre la main_
Syn	mendier	quémander
QSyn	mendier	_faire la manche_
Bon	mener	rondement
Labreal12	menottes	menotter 
Real1	menottes	mettre 
Real1	menottes	passer 
Oper1	mensonge	nager 
Bon	mensonge	pieux
Magn	mensonge	éhonté
Magn	mensonge	gros
Magn	mensonge	sacré
Mult	mensonge	paquet 
Mult	mensonge	tas 
QSyn	mensonge	vanne
Syn	mensonge	bobard
Syn	mensonge	racontar
Syn	menstruation	règles
AntiBon	menteur	vilain
Magn	menteur	fieffé
Magn	menteur	impénitent
Magn	menteur	invétéré
Magn	menteur	sacré
Oper1	mention	faire 
Magn	mentir	comme un arracheur de dents
Magn	mentir	effrontement
AntiBon	mentor	maître-penseur
Syn	mentor	guru
Syn	mentor	maître à penser
QSyn	méprendre, se	prendre des vessies pour des lanternes
Oper1	mépris	avoir 
IncepOper1	mépris	développer 
Magn	mépris	total
Magn	mépris	grosse
Magn	mépris	marqué
QSyn	mépris	morgue
V0	mépris	mépriser
Magn	mépriser	cracher 
Magn	mépriser	_au plus haut point_
A0	mer	marin
Magn	merci	de tout cœur
Magn	merci	grand
Magn	merci	infiniment
Magn	merci	mille
Magn	merci	mille fois
Func1	mérite	revient 
Oper1	mérite	avoir 
Magn	mériter	largement
Fact2	message	parvient 
Func2	message	s’adresse 
Real1	message	faire parvenir 
Oper1	messe	dire 
Oper1	messe	célébrer 
Anti	mésurable	inmensurable
Func2	mesure	frappe 
Magn	mesure	draconnienne
Magn	mesure	dure
Magn	mesure	sévère
Mult	mesure	train 
Oper1	mesure	_mettre en place_ 
Oper1	mesure	adopter 
Oper1	mesure	prendre 
Real1	mesure	appliquer 
Real1	métier	exercer 
Real1	métier	faire 
Magn	mettre en cause	gravement
Oper1	meurtre	comettre 
S1	meurtre	meurtrier
Sinstr	meurtre	arme
Magn	mignon	à croquer
V0	minable	_ça craint_ 
QSyn	mince	délié
Magn	mince	comme un fil (de fer)
Magn	mince	comme un haricot
Oper1	mine	afficher 
Oper1	mine	faire 
Real1	mine	heurter 
Real1	mine	sauter 
S0	mineure	détournement 
Magn	minimum	strict
Real1	ministère	exercer 
CausFunc0	miracle	faire 
Magn	mise en garde	sévère
Oper1	mise en garde	faire 
Oper1	mise en garde	lancer 
CausOper1	misère	réduire 
Func1	misère	touche 
IncepOper1	misère	tomber 
Syn	misère	dèche
A1	mission	avec pour 
Caus1Oper1	mission	assumer 
CausFunc1	mission	assigner 
Oper2	mission	entrer 
Real1	mission	accomplir 
Real1	mission	effectuer 
Real1	mission	remplir 
Func0	mite	il y avoir des mites
Son	mitrailleuse	tacatac !
Son	mitrailleuse	tac-tac-tac !
Labreal12	mitrailleuse	mitrailler 
S1	mitrailleuse	mitrailleur
Son	mitrailleuse	crépite
Magn	mobile	solide
FinOper1	mode	passer 
IncepOper1	mode	devenir 
Oper1	mode	être 
Fact0	modèle	pose
Func0	modification	s’effectue
Func0	modification	s’opère
Func0	modification	se produit
Oper1	modification	apporter 
Magn	modifier	radicalement
A0	moine	monacal
A0	moine	monastique
Caus1Oper1	moine	_entrer en religion_
Caus1Oper1	moine	_prendre l’habit_
Sloc	moine	couvent
Sloc	moine	monastère
Magn	moisson	grasse
Syn	moitié	demi-
Syn	moitié	semi-
Caus1Func0	monnaie	frapper 
LiquFunc0	monotonie	briser 
Fact2	montre	affiche 
Fact2	montre	marque 
Real1	montre	_regarder l’heure_
Real1	montre	consulter 
Real1	montre	jeter un regard 
Son	montre	faire tic-tac
Syn	montre	tocante
Ver	montre	à l’heure
Ver	montre	juste
Magn	montrer	incontestablement
Magn	moquer, se	gausser, se
Magn	moquer, se	_comme de [...] première culotte_
Magn	moquer, se	ouvertement
QSyn	moquer, se	_faire la nique_ 
QSyn	moquer, se	_n’en avoir rien à battre_
QSyn	moquer, se	_se payer la tête _
QSyn	moquer, se	brocarder
QSyn	moquer, se	chambrer
QSyn	moquer, se	charrier
QSyn	moquer, se	railler
Syn	moquer, se	_battre l’œil, se_
Pred	mort	_fumer les mauves par la racine_
Pred	mort	_manger l’herbe par la racine_
Pred	mort	_manger les pissenlits par la racine_
Syn	mort	sans vie
Sloc	mort	cimetière
Sloc	mort	morgue
AntiBon	mort	prématurée
CausFunc0	mort	faire 
Func0	mort	dort
Func0	mort	dort [...] dernier sommeil_
Oper1	mort	trouver 
QSyn	mort	décès
QSyn	mort	départ
QSyn	mort	trépas
Real1	mot	peser 
Son	moteur	ronfler
Fact0	moteur	tourne
Son	moteur	vrombir
QSyn	mou	avachi
QSyn	mou	flasque
Son	mouche	bourdonner
Mult	moucheron	nuée 
S0	moudre	mouture
Sinstr	moudre	moulin
Oper1	moue	avoir 
Oper1	moue	faire 
Magn	mouillé	trempé
Magn	mouillé	comme un canard
Magn	mouillé	comme une soupe
Magn	mouillé	jusqu’aux os
A1	mourir	_à l’article de la mort_
AntiBon	mourir	_dans la merde_
AntiBon	mourir	_sur la paille_
Magn	mourir	sur le coup
QSyn	mourir	_casser […] pipe_
QSyn	mourir	_laisser [...] peau_
QSyn	mourir	_nous avoir quitté_
QSyn	mourir	_passer l’arme à gauche_
QSyn	mourir	_sauter le pas_
QSyn	mourir	_trouver la mort_
QSyn	mourir	claquer
QSyn	mourir	décéder
QSyn	mourir	perdre [...] vie
QSyn	mourir	s’éteindre
Sloc	mourir	_lit de mort_
Magn	moustache	exubérante
Syn	moustique	couain
Syn	moustique	maringuoin
Magn	moutarde	forte
Son	mouton	bêler
A1	mouvement	animé 
CausOper1	mouvement	animer 
Oper1	mouvement	être animé 
CausFunc1	movement	imprimer 
Mult	moyen	palette 
Syn	moyen	pas fameux
V0	moyen	_Ça ne casse pas les vitres_
Magn	muet	comme une carpe
S0	muet	mutité
Locin	mur	au pied 
Magn	murmure	faible
S1	musée	gardien
S2	musée	objet exposé
S2	musée	pièce de musée
Fact0	musicien	se produire
IncepOper1	mutation	s'engager 
Magn	mutation	formidable
Magn	mutation	profonde
IncepFunc0	mutinerie	éclater
QSyn	mutinerie	rébellion
Oper2	mutisme	se heurter 
Real2	mutisme	respecter 
Anti	myope	presbyte
Magn	myope	comme une taupe
Func0	mystère	règne
Magn	mystère	grand
Magn	mystère	insondable
A1	mystère	enveloppé 
Adv1	mystère	dans 
Magn	mystère	et une boule de gomme
Magn	mystère	le plus grand
QSyn	mystérieux	abscons
CausFunc0	mythe	créer 
LiquFunc0	mythe	détruire 
LiquFunc0	mythe	jeter bas 
AntiBon	nager	comme une enclume
S0	nager	natation
Magn	naïf	comme un enfant
A1	naissance	de 
AntiMagn	naissance	humble
Magn	naissance	haute
Oper1	naissance	prendre 
Oper1	naissance	donner 
V0	naissance	mettre bas 
Adv1	naïveté	dans 
Oper1	nationalité	être 
Syn	natte	tresse
Magn	nature	pleine
Real1	nature	suivre 
Real2	nature	être 
Anti	naturel	compassé
Oper1	naufrage	faire 
Real1	naufrage	périr 
QSyn	naviguer	_faire voile_
QSyn	naviguer	cingler 
Syn	navire	bateau
QSyn	ne pas	être loin 
Magn	˹ne pas pouvoir voir˺	en peinture
QSyn	ne rien faire	se tourner les pouces
Magn	nécessaire	absolument
Magn	nécessité	absolue
Magn	nécessité	grande
Magn	nécessité	impérieuse
Magn	nécessité	vitale
Magn	négligence	grave
Oper1	négligence	commetre 
Oper1	négociations	mener 
Fact0	négociations	aboutissent
IncepOper1	négociations	entreprendre 
IncepOper1	négociations	ouvrir 
Oper1	négociations	être 
Magn	neige	épaisse
AntiMagn	neige	fine
Son	neige	craquer 
Son	neige	crisser
QSyn	nettement	au cordeau
Magn	nettoyage	à fond
Oper1	nettoyage	effectuer 
Oper1	nettoyage	faire 
QSyn	nettoyer	fourbir
QSyn	nettoyer	polir
Sinstr	nettoyer	chiffon
Sinstr	nettoyer	serpillière
Sinstr	nettoyer	torchon
Sinstr	nettoyer	vadrouille
Magn	neuf	flambant
Magn	neuf	tout
Magn	neutralité	stricte
Oper1	neutralité	garder 
Syn	nez	blair
Syn	nez	pif
Syn	nez	tarin
QSyn	niais	cucul la praline
Oper1	niche	constituer 
Oper2	niche	exploiter 
Oper2	niche	utiliser 
Magn	nier	vigoureusement
AntiMagn	niveau	bas
Magn	niveau	avancé
Magn	niveau	haut
Anti	noble	plébéien
Anti	noble	roturier
Mult	noble	noblesse
Syn	noble	aristocrate
Syn	noble	de haute naissance
QSyn	nocif	délétère
Magn	noir	comme de l’encre
Magn	noir	comme du/le jais
Magn	noir	comme l’ébène
Magn	noir	d’encre
A1	noir	plongé 
CausFunc1	nom	donner 
IncepOper1	nom	recevoir 
Oper1	nom	porter 
A1	nombre	en 
Func2	nombre	s’établir 
Magn	nombre	incalculable
Magn	nombre	grand
Oper1	nombre	être 
Oper2	nomination	obtenir 
A0	nord	settentrional
AntiReal2	norme	enfreindre 
CausFunc0	norme	fixer 
Real1	norme	appliquer 
Labor12	note	prendre 
Oper1	note	prendre 
S0	noter	note
Caus1Func0	notes	prendre 
CausFunc0	notion	forger 
QSyn	nougat	touron
A1	nourrir	nutritif
A0	nourrir, se	nutritionnel
S2	nourrir, se	nourriture
AntiBon	nourriture	rata
Real2	nourriture	recevoir 
Real2	nourriture	tirer 
IncepFunc0	nouvelle	filtre
IncepFunc0	nouvelle	tombe
Real1	nouvelle	annoncer 
Real1	nouvelle	donner 
Oper1	nouvelles	donner 
Magn	nu	_à poil_
Magn	nu	comme un vers
FinOper1	nuage	se dégager
A1	nuire	nocif 
A1	nuire	nuisible 
Magn	nuire	grandement
QSyn	nuisible	délétère
QSyn	nuisible	néfaste
Func0	nuit	il fait 
IncepFunc0	nuit	tombe
Magn	nuit	noire
Magn	nuit 	torride
QSyn	nul	_bon à rien_
QSyn	nul	brêle
Oper1	numéro	porter 
Real1	numéro	numéroter
Real1	numéro	composer 
Anti	obéir	désobéir
Magn	obéir	au doigt et à l’œil
Magn	obéir	aveuglement
CausFunc0	objectif	établir 
CausFunc0	objectif	fixer 
Func2	objectif	consiste 
Labor12	objectif	avoir 
Magn	objectif	principal
Oper1	objectif	avoir 
Real1	objectif	atteindre 
Real1	objectif	rencontrer 
Real1	objectifs	remplir 
Oper1	objection	soulever 
Oper1	objet	faire 
IncepOper1	obligation	contracter 
Oper1	obligation	avoir 
Magn	obligation	astreinte
Magn	obligation	grande
A1	obligation	obligé
Oper1	obligation	se trouver 
Real1	obligation	remplir 
QSyn	obscurité	ténèbres
Func0	obsèques	ont lieu
Oper1	obsèques	célébrer 
Syn	obsèques	funéraillles
Bon	observateur	distingué
Bon	observateur	fin
Magn	observateur	assidu
Magn	observateur	minutieux
Magn	observateur	scrupuleux
Magn	observateur	tatillon
Ver	observateur	impartial
Ver	observateur	objectif
Magn	observation	fine
Oper1	observation	faire 
Oper2	observation	être 
Magn	observer	minutieusement
Anti	observer	violer
Magn	observer	à pied de la lettre
Magn	observer	fidèlement
Magn	observer	_de près_
Magn	observer	assidument
Magn	observer	attentivement
S0	observer	observance
AntiBon	obstacle	écueil
AntiReal2	obstacle	franchir 
AntiReal2	obstacle	surmonter 
Magn	obstacle	de taille
Magn	obstacle	insurmontable
Oper1	obstacle	offrir 
Oper2	obstacle	se trouver 
QSyn	obstacle	accroc
Syn	obstinément	mordicus
Fact2	obus	tombent 
Fact2	obus	s’abattent 
Labreal12	obus	asperger 
Real1	obus	envoyer 
Real1	obus	tirer 
Son	obus	siffler
Adv1	occasion	à 
AntiReal1	occasion	_louper le coche_
AntiReal1	occasion	_manquer le coche_
AntiReal1	occasion	_rater le coche_
AntiReal1	occasion	manquer 
AntiReal1	occasion	rater 
Bon	occasion	belle
Bon	occasion	en or
Bon	occasion	favorable
CausFunc1	occasion	donner 
CausFunc1	occasion	fournir 
IncepFunc1	occasion	s’offrir 
IncepFunc1	occasion	se présenter 
Oper1	occasion	avoir 
Real1	occasion	ne perdre 
Real1	occasion	profiter 
Real1	occasion	saisir 
Real1	occasion	saisir, se 
Oper1	occupations	vaquer 
Magn	occupé	surchargé
Magn	occupé	très
Magn	occupé 	_à la bourre_
Magn	occupé 	_être sur les dents_
Magn	occupé 	_à ne plus savoir où donner de la tête_
IncepFunc1	odeur	émane 
AntiBon	odeur	mauvaise
Bon	odeur	arome
Bon	odeur	parfum
Bon	odeur	bonne
Func0	odeur	flotte 
Func0	odeur	il y a 
IncepFunc1	odeur	monte 
IncepFunc1	odeur	s’élève 
LiquFunc0	odeur	combattre 
Oper1	odeur	emettre 
Oper1	odeur	exhaler 
Oper1	odeur	répandre 
Real1	œuf	couver 
Caus1Func0	œuf	pondre 
Real2	œuf	éclore
AntiBon	œuf	baveux
Magn	œuvre	titanesque
Oper2	offense	subir 
AntiReal2	offensive	repousser 
IncepOper1	offensive	déclencher 
IncepOper1	offensive	lancer 
Magn	offensive	d’envergure
Magn	offensive	importante
Magn	offensive	violente
Oper1	offrande	faire 
Oper1	offre	faire 
Oper1	offre	présenter 
Real3	offre	accepter 
Real3	offre	répondre positivement 
A0	oiseau	aviaire
Son	oiseau	chante
Son	oiseau	gazouille 
Son	oiseau	pépie 
CausOper1	ombrage	porter 
IncepOper1	ombrage	prendre
Oper1	ombre	projeter 
Syn	oncle	tonton
IncepOper1	opération	entreprendre 
IncepOper1	opération	lancer 
Magn	opération	vaste
Oper1	opération	effectuer 
Oper1	opération	faire 
Oper1	opération	mener 
Oper1	opération	pratiquer 
Oper1	opération	réaliser 
Oper2	opération	subir 
S1	opération	chirurgien
Sloc	opération	théâtre 
Syn	opération	intervention
V0	opération	opérer 
AntiMagn	opinion	vague
Bon	opinion	illuminée
Magn	opinion	arrêtée
Magn	opinion	ferme
Mult	opinion	doxa
Oper1	opinion	avoir 
Oper1	opinion	soutenir 
QSyn	opinion	_son de cloche_
Real3	opinion	se ranger 
Magn	opposant	farouche
Magn	opposant	fervant
Magn	opposé	farouchement
Magn	opposé	diamétralement
S1	opposé	contre-pied
Syn	opposer	tenir la tête
Magn	opposer, s’	farouchement

Magn	opposition	énergique
CausOper1	opprobre	couvrir 
Func2	opprobre	entoure 
IncepFunc0	orage	éclate
IncepReal1	orbite	se placer 
Locin	orbite	en 
Real1	orbite	décrire 
Real1	orbite	suivre 
QSyn	orchestre	fanfare
Real1	orchestre	diriger 
QSyn	ordonner	enjoindre
Func0	ordre	règne
CausFunc0	ordre	établir 
Real1	ordre	décerner 
Real3	ordre	exécuter 
CausFunc1	ordre	mettre 
Magn	ordre	irréfutable
Magn	ordre	irrévocable
Magn	ordre	péremptoire
Magn	ordre	stricte
Magn	ordre	absolu
Oper1	ordre	donner 
Oper1	ordre	émettre 
Oper1	ordre	être 
Sloc	ordures	décharge
Sloc	ordures	dépotoir
Sloc	ordures	poubelle
Sloc	ordures	sac poubelle
Syn	ordures	déchêts
Fact0	organe	bander
S0	organiser	organisation
S1	organiser	organisateur
IncepOper1	orgasme	atteindre 
Magn	orgasme	géant
Oper1	orgasme	avoir 
IncepOper1	orgueil	tirer 
Magn	orgueil	effréné
Magn	orgueil	monstre
IncepOper1	orientation	prendre 
Labor12	origine	avoir 
Oper1	origine	tirer 
Oper2	origine	être 
S2	origine	berceau
QSyn	oser	s’aviser 
Oper1	otage	prendre 
S0	otage	prise 
S1	otage	preneur 
Magn	oubli	le plus total
AntiVer	oublier	injustement
Magn	oublier	complètement
A0	ouest	occidental
Magn	outil	central
Magn	outil	principal
Oper1	outrage	faire 
Real2	outrage	laver 
Real2	outrage	venger 
Magn	ouvert	grand
QSyn	ouvertement	_au grand jour_
QSyn	ouvertement	_de bonne guerre_
Bon	ovation	belle
Oper1	ovation	faire 
Oper2	ovation	recevoir 
Oper1	pacte	faire 
Oper1	pacte	passer 
V0	pacte	pactiser 
Sing	paille	fétu 
Sing	paille	fétu 
Oper1	pain	coller 
Oper1	pain	envoyer 
QSyn	paisible	peinard
CausFunc0	paix	faire 
Func0	paix	règne
IncepFunc0	paix	s’installe
Magn	pâle	comme la mort
AntiMagn	palmarès	modeste
Labor12	palmarès	avoir 
Labor12	palmarès	compter 
Magn	pamphlet	brûlot
A1	panique	frappé 
A1	panique	pris 
V0	panique	paniquer
A1	panne	en 
Func0	panne	survient
IncepOper1	panne	tomber 
Magn	panorama	vaste
IncepReal1	pantoufles	enfiler 
Syn	pantoufles	babouches
Syn	pantoufles	mules
AntiVer	papier	gondolé
Mult	papier	paquet

Mult	papier	rame

Mult	papier	ramette

Real1	parachute	sauter 
Anti	paradis	enfer
Locin	paradis	au 
Locin	paradis	dans 
CausFunc0	parallèle	tracer 
Syn	paralysé	perclus
Magn	pardon!	mille ~s!
V0	pardon!	s’excuser
Syn	pareil	itou 
Syn	pareillement	à l’avenant
A2	parenthèse	entre 
Labreal12	parenthèse	mettre 
Magn	paresse	flemme
QSyn	paresser	lézarder
Magn	paresseux	flemmard
Magn	paresseux	comme un loire
Magn	paresseux	comme une couleuvre
Bon	parfum	suave
Func1	parfum	émane 
Func1	parfum	s’exhale 
Func1	parfum	se dégage 
Magn	parfum	capiteux
Magn	parfum	enivrant
Magn	parfum	fort
Magn	parfum	fort
Oper1	parfum	dégager 
Oper1	parfum	exhaler 
Real1	parfum	porter 
Magn	pari	fou
Oper1	pari	faire 
Oper1	pari	prendre 
Real1	pari	gagner 
AntiBon	parler	bafouiller
A1	parler	disert
A1	parler	muet
AntiBon	parler	baragouiner
AntiBon	parler	_comme une vache espagnole_
Bon	parler	couramment
Caus1Oper1	parole	prendre 
CausFunc1	parole	donner 
ContOper1	parole	garder 
Oper1	parole	avoir 
Oper1	parole	donner 
Real1	parole	tenir 
Sing	parquet	lame 
Oper1	part	prendre 
Ver	partage	net
AntiMagn	participation	faible
Magn	participation	active
Magn	participation	forte
Magn	participer	activement
Adv1	partie	en 
AntiMagn	partie	infime
AntiMagn	partie	petite
Magn	partie	majorité
Magn	partie	plupart
Magn	partie	_le plus clair_ 
Magn	partie	_part du lion_
Magn	partie	grande
Syn	parties génitales	parties honteuses
A1	partir	en partance
Syn	partir	_foutre le camp_
Syn	partir	_mettre les bouts_
Magn	partisan	ardent
Magn	partisan	farouche
Magn	partisan	fervent
Magn	partisan	chaud
Caus1Oper1	pas	emboîter 
Magn	pas	vif
Magn	pas	considérable
Oper1	pas	faire 
Oper1	pas	marcher 
Magn	pas 	important
Locin	passage	sur 
Magn	passé	lointain
Oper1	passeport	avoir 
S0	passer	passation

Magn	passion	déchaînée
Magn	passion	dévorante
Magn	passion	effrénée
Oper1	passion	avoir 
Oper1	passion	être habité 
Oper1	passion	nourrir 
CausFunc0	pâte	pétrir 
Sinstr	pâte	_rouleau à pâtisserie_
FinOper1	patience	perdre 
IncepOper1	patience	s’armer 
Magn	patience	de Job
Magn	patience	inépuisable
Magn	patient	comme un moine
Oper1	patrouille	faire 
V0	patrouille	patrouiller
Real1	paupières	plisser 
Oper1	pause	marquer 
Magn	pauvre	comme Job
Magn	pauvre	sans le sous
Magn	pauvre	sur la paille
Magn	pauvreté	extrême
Oper1	pauvreté	souffrir 
QSyn	pauvrété	dénument

IncepReal1	pavillon	hisser 
Real1	pavillon	battre 
Magn	payer	grassement 
Adv1	payer	aux frais 
QSyn	payer	casquer
QSyn	payer	douiller
QSyn	payer	raquer
Sinstr	payer	_lettre de crédit_
Ver	payer	_rubis sur l’ongle_
AntiBon	paysan	pedzouille
Magn	péché	capital
Magn	péché	mortel
Oper1	péché	commettre 
S0	pêcher	pêche#1
S1	pêcher	pêcheur
S2	pêcher	poisson
Sinstr	pêcher	hameçon
Magn	pécheur	endurci
Magn	pécule	joli
Syn	pédé	lope
Labreal12	peigne	peigner 
Oper1	peinard	se tenir 
Magn	peine	lourde
Real1	peine	appliquer 
AntiBon	peintre	barbouilleur
AntiBon	peintre	rapin 
Oper1	pèlerinage	effectuer 
S1	pèlerinage	pèlerin
Oper1	pelle	rouler 
LiquFunc0	pelote	dévider
S0	pendre	pendaison
Sinstr	pendre	_nœud coulant_
Sinstr	pendre	corde
Sinstr	pendre	potence
S0	pénétrer	pénétration
Magn	pénible	rudement
Func1	pensée	habite 
S0	penser
	opinion
Oper1	pension	verser 
AntiMagn	pente	douce
Magn	pente	abrupte
Magn	pente	raide
IncepFunc0	pépins	se posent
Oper1	percée	faire
Oper1	perche	tendre 
Oper2	perche	saisir 
QSyn	perche	pantographe
Magn	percuter	de plein fouet
Magn	perdant	grand
Magn	perdu	à Trifouillis-les-Oies
Oper1	performance	accomplir 
Magn	péril	majeur
AntiBon	période	noire
AntiBon	période	sombre
QSyn	période	plage (horaire)
Magn	perissable	hautement
Adv1	permanent	en permanence
Anti	permettre	défendre
S0	permettre	permission
S1	permettre	moyen
Syn	permettre	_donner [...] aval_
Syn	permettre	_donner le feu vert_ 
Syn	permettre	autoriser
Syn	permettre	donner le feu vert
Oper1	permission	accorder 
CausFunc1	perpendiculaire	faire descendre
Magn	persécution	tenace
Magn	persécution	vives
Oper2	persécutions	connaître 
Oper2	persécutions	subir 
S2	persécutions	objet 
S2	persécutions	victime 
Sing	persécutions	vague 
Mult	persil	bouquet 
Sing	persil	brin 
Mult	personne	fournée
CausFunc1	perspective	ouvrir 
IncepFunc1	perspective	s'ouvre 
Anti	persuader	dissuader
Magn	persuader	activement
CausFunc1	pertes	infliger 
CausFunc1	pertes	occasionner 
Magn	pertes	lourdes
Oper1	pertes	subir 
Magn	perturbations	grosses
Magn	perturbations	sérieuses
Magn	perturber	sérieusement
Magn	peser	lourd
Oper1	pet	lacher 
Syn	pète-sec	tyrannique
Magn	petit	microscopique
Magn	petit	minuscule
Magn	petit	haut comme trois pommes
CausFunc0	pétition	lancer 
Func0	pétition	circule
Real1	pétition	signer 
Magn	pétrin	sale
Oper1	pétrin	être 
QSyn	pétrole	or noir
